"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
32,"independiente","soltero","bachillerato",50,"si","no","celular",21,"noviembre",195,"no"
41,"desempleado","divorciado","universitario",35,"si","si","celular",16,"julio",106,"no"
26,"empleado","soltero","bachillerato",20,"si","si","celular",23,"julio",85,"no"
34,"informal","casado","primaria",55,"si","si","celular",24,"julio",78,"no"
57,"pensionado","casado","universitario",61,"si","si","chat",28,"mayo",648,"si"
36,"empleado","soltero","bachillerato",11,"si","si","celular",18,"noviembre",177,"no"
42,"informal","casado","bachillerato",27,"si","si","chat",27,"mayo",32,"no"
35,"independiente","divorciado","bachillerato",61,"si","si","celular",29,"agosto",24,"no"
52,"independiente","divorciado","primaria",42,"si","si","chat",7,"mayo",688,"no"
36,"empleado","soltero","universitario",15,"si","no","chat",27,"mayo",21,"si"
46,"independiente","casado","bachillerato",25,"si","no","chat",27,"mayo",112,"si"
60,"empleado","divorciado","universitario",45,"no","no","celular",3,"junio",593,"si"
57,"ama(o)_de_casa","casado","primaria",8,"si","si","celular",7,"agosto",59,"no"
48,"desempleado","casado","universitario",48,"si","si","celular",29,"enero",121,"no"
59,"independiente","casado","primaria",15,"si","no","telefono",28,"julio",97,"no"
39,"desempleado","casado","universitario",53,"si","si","celular",11,"agosto",86,"no"
44,"informal","casado","bachillerato",28,"si","si","celular",14,"mayo",10,"no"
27,"desempleado","soltero","universitario",60,"no","no","celular",23,"junio",205,"no"
59,"informal","casado","bachillerato",51,"si","si","chat",9,"junio",77,"no"
36,"independiente","divorciado","bachillerato",45,"si","si","celular",18,"noviembre",138,"no"
44,"independiente","casado","bachillerato",28,"no","no","celular",3,"noviembre",289,"si"
50,"independiente","casado","bachillerato",48,"si","no","celular",4,"agosto",86,"no"
41,"desempleado","divorciado","universitario",4,"si","no","telefono",22,"agosto",9,"no"
47,"independiente","casado","bachillerato",49,"si","si","celular",14,"mayo",225,"no"
32,"independiente","soltero","universitario",3,"si","si","celular",22,"julio",407,"no"
38,"informal","casado","bachillerato",64,"si","si","chat",3,"junio",1030,"no"
55,"informal","casado","tecnico",33,"no","no","celular",13,"agosto",123,"si"
38,"desempleado","soltero","universitario",48,"no","si","celular",22,"octubre",119,"no"
31,"desempleado","soltero","universitario",32,"si","si","celular",18,"mayo",175,"no"
38,"informal","divorciado","bachillerato",12,"no","si","chat",9,"junio",299,"no"
29,"desempleado","soltero","universitario",18,"no","si","celular",5,"febrero",563,"no"
55,"empleado","casado","bachillerato",48,"si","si","chat",9,"mayo",241,"no"
35,"empleado","casado","bachillerato",16,"si","no","celular",4,"mayo",52,"si"
40,"independiente","soltero","universitario",23,"si","si","celular",2,"junio",76,"no"
34,"informal","casado","bachillerato",20,"si","si","celular",19,"noviembre",441,"no"
32,"independiente","soltero","universitario",28,"no","no","celular",22,"abril",319,"si"
33,"informal","casado","bachillerato",42,"si","si","chat",18,"septiembre",13,"no"
33,"empleado","casado","universitario",22,"si","no","chat",16,"mayo",803,"si"
37,"independiente","casado","bachillerato",67,"si","si","celular",12,"mayo",396,"no"
58,"desempleado","casado","universitario",58,"si","si","chat",18,"junio",188,"no"
36,"independiente","soltero","bachillerato",48,"no","si","celular",20,"abril",637,"no"
42,"informal","casado","bachillerato",68,"si","si","chat",5,"junio",175,"no"
34,"independiente","soltero","bachillerato",1,"si","si","celular",6,"abril",945,"no"
35,"desempleado","casado","universitario",7,"si","si","chat",23,"mayo",162,"no"
60,"ama(o)_de_casa","casado","primaria",14,"si","no","chat",12,"junio",1178,"no"
50,"desempleado","casado","universitario",41,"si","si","celular",8,"mayo",506,"no"
28,"independiente","soltero","universitario",33,"no","no","celular",12,"enero",409,"si"
27,"informal","divorciado","bachillerato",66,"si","si","celular",14,"julio",116,"no"
37,"empleado","casado","universitario",33,"no","no","celular",30,"abril",244,"si"
31,"independiente","casado","universitario",28,"si","no","celular",4,"mayo",352,"si"
34,"empleado","casado","bachillerato",30,"no","no","celular",12,"mayo",152,"si"
38,"empleado","casado","universitario",44,"si","no","chat",21,"mayo",164,"si"
32,"independiente","casado","bachillerato",9,"si","si","chat",28,"mayo",234,"no"
37,"independiente","casado","bachillerato",19,"no","no","celular",27,"agosto",154,"no"
33,"independiente","casado","bachillerato",28,"si","no","chat",7,"mayo",566,"no"
71,"independiente","casado","universitario",8,"si","si","celular",27,"octubre",327,"no"
27,"independiente","casado","bachillerato",25,"si","si","celular",7,"mayo",265,"no"
38,"informal","casado","primaria",38,"si","no","chat",9,"junio",172,"no"
34,"independiente","soltero","bachillerato",28,"si","no","celular",22,"julio",257,"no"
54,"pensionado","divorciado","universitario",63,"no","no","chat",13,"mayo",618,"si"
30,"informal","casado","bachillerato",21,"si","si","celular",28,"enero",241,"no"
35,"independiente","soltero","bachillerato",20,"no","si","celular",21,"julio",936,"si"
33,"informal","soltero","bachillerato",60,"si","si","celular",7,"abril",329,"no"
36,"desempleado","casado","bachillerato",4,"si","si","celular",14,"mayo",24,"no"
59,"independiente","casado","universitario",63,"no","si","celular",22,"junio",177,"no"
72,"informal","casado","primaria",48,"no","no","telefono",13,"octubre",120,"si"
64,"desempleado","casado","universitario",13,"si","si","telefono",22,"abril",135,"no"
53,"independiente","divorciado","bachillerato",36,"si","si","celular",9,"julio",175,"no"
35,"empleado","soltero","universitario",47,"si","no","celular",25,"mayo",179,"si"
58,"independiente","casado","bachillerato",69,"si","no","chat",30,"mayo",58,"no"
40,"independiente","casado","bachillerato",57,"si","si","celular",17,"abril",342,"no"
41,"empleado","divorciado","bachillerato",33,"si","no","celular",13,"mayo",139,"no"
48,"informal","casado","primaria",34,"si","si","chat",18,"junio",88,"no"
44,"independiente","casado","universitario",40,"si","si","celular",28,"agosto",210,"no"
39,"informal","casado","tecnico",19,"si","si","celular",2,"febrero",731,"no"
61,"empleado","casado","universitario",13,"no","no","celular",2,"febrero",670,"si"
36,"independiente","casado","primaria",2,"si","si","chat",12,"mayo",63,"no"
28,"empleado","casado","universitario",60,"no","si","celular",8,"julio",70,"si"
58,"informal","soltero","bachillerato",37,"no","si","celular",4,"febrero",72,"no"
60,"independiente","divorciado","bachillerato",61,"si","si","celular",15,"mayo",241,"no"
66,"independiente","soltero","bachillerato",37,"no","no","celular",5,"mayo",272,"si"
36,"empleado","soltero","universitario",20,"no","no","celular",28,"agosto",207,"si"
49,"independiente","casado","bachillerato",26,"si","si","celular",15,"mayo",64,"no"
40,"empleado","casado","bachillerato",21,"si","no","chat",12,"junio",543,"no"
23,"independiente","soltero","bachillerato",16,"no","no","celular",30,"abril",166,"si"
29,"desempleado","soltero","universitario",52,"si","si","celular",26,"mayo",245,"no"
44,"informal","casado","primaria",33,"si","si","chat",9,"mayo",94,"no"
54,"empleado","casado","tecnico",33,"no","si","chat",20,"junio",34,"no"
47,"informal","casado","primaria",1,"no","si","telefono",30,"julio",203,"no"
33,"independiente","casado","universitario",62,"no","no","celular",24,"julio",318,"si"
30,"independiente","casado","bachillerato",52,"si","si","celular",13,"abril",158,"no"
27,"independiente","soltero","bachillerato",48,"no","si","celular",21,"julio",177,"no"
49,"desempleado","divorciado","universitario",61,"si","si","chat",17,"noviembre",56,"no"
27,"empleado","soltero","bachillerato",30,"si","si","chat",4,"junio",172,"no"
51,"informal","casado","bachillerato",49,"si","no","celular",7,"mayo",136,"no"
32,"independiente","divorciado","bachillerato",51,"si","si","celular",18,"mayo",82,"no"
30,"informal","soltero","bachillerato",9,"si","no","chat",16,"mayo",123,"no"
33,"independiente","casado","bachillerato",40,"si","si","celular",20,"noviembre",110,"no"
27,"informal","soltero","primaria",46,"si","si","chat",30,"mayo",385,"no"
75,"pensionado","divorciado","bachillerato",60,"no","no","celular",18,"diciembre",415,"si"
37,"empleado","divorciado","bachillerato",14,"si","no","celular",2,"febrero",73,"no"
36,"independiente","soltero","bachillerato",47,"si","no","chat",16,"junio",243,"no"
37,"informal","casado","bachillerato",33,"si","si","chat",9,"mayo",137,"no"
35,"desempleado","casado","universitario",36,"si","si","chat",23,"mayo",55,"no"
32,"empleado","casado","bachillerato",30,"si","si","celular",20,"abril",18,"no"
32,"independiente","soltero","bachillerato",7,"no","si","celular",16,"julio",255,"no"
35,"independiente","casado","primaria",60,"si","si","celular",11,"mayo",95,"no"
31,"informal","casado","primaria",6,"si","si","celular",10,"julio",112,"no"
28,"informal","soltero","bachillerato",68,"si","si","celular",5,"mayo",205,"no"
27,"empleado","casado","bachillerato",66,"si","no","celular",18,"mayo",97,"no"
22,"estudiante","soltero","tecnico",1,"no","si","celular",2,"septiembre",154,"no"
35,"informal","casado","primaria",52,"si","si","celular",13,"mayo",135,"no"
69,"pensionado","casado","primaria",3,"no","no","celular",14,"agosto",230,"si"
37,"independiente","soltero","universitario",67,"si","si","celular",17,"noviembre",349,"no"
45,"independiente","soltero","bachillerato",9,"si","si","celular",8,"mayo",38,"no"
47,"desempleado","casado","universitario",38,"si","no","celular",22,"julio",268,"no"
52,"desempleado","casado","universitario",18,"si","si","celular",11,"mayo",94,"no"
33,"empleado","casado","bachillerato",62,"si","si","celular",28,"julio",263,"no"
60,"informal","casado","primaria",11,"no","no","celular",18,"agosto",671,"si"
33,"desempleado","divorciado","bachillerato",13,"si","si","chat",2,"junio",197,"no"
44,"independiente","casado","bachillerato",50,"si","no","celular",28,"enero",180,"si"
38,"independiente","casado","bachillerato",34,"si","si","celular",20,"noviembre",452,"no"
54,"independiente","casado","bachillerato",48,"si","si","chat",15,"mayo",352,"no"
32,"desempleado","divorciado","primaria",1,"si","si","celular",15,"julio",175,"no"
33,"independiente","casado","bachillerato",4,"si","si","celular",19,"noviembre",163,"no"
55,"empleado","divorciado","bachillerato",59,"si","no","chat",29,"mayo",200,"no"
51,"informal","casado","primaria",60,"no","si","chat",16,"junio",75,"no"
48,"informal","casado","bachillerato",36,"si","si","celular",16,"abril",227,"no"
37,"empleado","soltero","bachillerato",52,"si","no","celular",3,"febrero",586,"no"
33,"empleado","soltero","bachillerato",14,"si","si","celular",10,"julio",119,"no"
30,"informal","casado","primaria",11,"si","si","telefono",22,"julio",80,"no"
43,"informal","casado","primaria",69,"si","si","celular",12,"mayo",112,"no"
49,"independiente","casado","bachillerato",7,"si","si","chat",19,"mayo",130,"no"
54,"desempleado","casado","primaria",54,"si","si","celular",3,"febrero",237,"no"
31,"desempleado","casado","universitario",72,"si","si","celular",26,"agosto",377,"no"
54,"empleado","casado","tecnico",57,"no","no","celular",7,"octubre",335,"si"
36,"desempleado","casado","bachillerato",69,"si","si","celular",29,"julio",121,"no"
30,"independiente","casado","bachillerato",40,"si","si","celular",15,"julio",127,"no"
27,"independiente","soltero","bachillerato",66,"no","no","chat",1,"julio",650,"si"
30,"independiente","casado","bachillerato",47,"si","si","chat",16,"mayo",107,"no"
30,"informal","casado","bachillerato",20,"si","no","chat",20,"mayo",610,"no"
35,"independiente","divorciado","bachillerato",27,"si","no","celular",25,"agosto",124,"no"
33,"empleado","divorciado","bachillerato",24,"si","no","chat",8,"mayo",216,"no"
43,"informal","divorciado","primaria",60,"si","si","celular",31,"julio",747,"no"
41,"informal","casado","bachillerato",22,"si","si","celular",11,"mayo",313,"no"
41,"empleado","divorciado","universitario",72,"no","no","celular",23,"abril",252,"si"
46,"independiente","divorciado","bachillerato",21,"no","no","celular",13,"febrero",121,"si"
54,"informal","casado","bachillerato",1,"si","si","chat",7,"mayo",799,"no"
32,"desempleado","casado","universitario",36,"si","si","celular",23,"junio",883,"no"
30,"independiente","soltero","universitario",58,"si","si","chat",16,"mayo",197,"no"
40,"independiente","casado","primaria",41,"si","si","celular",11,"julio",271,"no"
30,"informal","casado","primaria",48,"no","si","chat",12,"mayo",221,"no"
27,"independiente","casado","bachillerato",72,"si","si","celular",14,"julio",243,"no"
41,"informal","casado","primaria",42,"si","si","chat",15,"mayo",72,"no"
54,"empleado","casado","bachillerato",1,"si","si","celular",2,"agosto",155,"no"
32,"desempleado","soltero","universitario",16,"si","si","telefono",28,"enero",70,"no"
31,"empleado","casado","universitario",7,"si","no","celular",11,"febrero",280,"si"
42,"informal","casado","bachillerato",7,"si","si","chat",26,"mayo",115,"no"
48,"independiente","casado","primaria",33,"si","no","chat",20,"junio",29,"no"
34,"informal","casado","primaria",57,"si","no","celular",14,"mayo",406,"no"
55,"independiente","divorciado","bachillerato",41,"si","si","celular",25,"agosto",113,"si"
49,"independiente","casado","bachillerato",2,"si","si","telefono",30,"julio",47,"no"
46,"desempleado","divorciado","universitario",8,"si","si","chat",5,"junio",36,"no"
47,"independiente","casado","tecnico",63,"si","no","chat",6,"mayo",135,"si"
24,"desempleado","soltero","universitario",71,"si","si","celular",3,"julio",67,"no"
58,"independiente","casado","bachillerato",38,"no","no","chat",16,"junio",684,"no"
32,"empleado","soltero","universitario",33,"no","no","celular",21,"agosto",686,"si"
25,"estudiante","soltero","bachillerato",22,"si","si","celular",2,"marzo",170,"no"
49,"informal","casado","bachillerato",3,"no","no","chat",17,"junio",150,"si"
59,"pensionado","divorciado","bachillerato",54,"no","no","celular",14,"mayo",1060,"si"
30,"desempleado","soltero","universitario",27,"si","no","chat",6,"junio",122,"no"
46,"informal","casado","bachillerato",44,"si","si","chat",26,"mayo",724,"no"
42,"empleado","casado","tecnico",59,"no","no","celular",19,"octubre",230,"si"
37,"independiente","casado","universitario",67,"no","si","chat",20,"junio",187,"no"
44,"informal","casado","primaria",59,"si","si","chat",19,"mayo",179,"no"
49,"empleado","casado","bachillerato",7,"no","si","celular",4,"agosto",357,"no"
41,"informal","casado","bachillerato",32,"si","no","chat",5,"junio",82,"no"
48,"independiente","casado","universitario",31,"si","no","telefono",26,"agosto",176,"no"
31,"desempleado","casado","bachillerato",25,"si","si","celular",7,"abril",424,"no"
37,"estudiante","casado","tecnico",57,"si","no","chat",18,"junio",115,"no"
51,"empleado","casado","bachillerato",6,"si","si","celular",3,"febrero",177,"no"
80,"pensionado","casado","bachillerato",37,"no","no","telefono",9,"junio",712,"si"
32,"desempleado","soltero","universitario",41,"si","si","chat",6,"mayo",118,"no"
48,"empleado","casado","primaria",68,"si","si","chat",2,"junio",25,"no"
49,"informal","casado","universitario",50,"no","si","chat",12,"junio",753,"no"
30,"desempleado","casado","universitario",16,"si","no","celular",17,"julio",124,"no"
27,"independiente","soltero","bachillerato",67,"si","no","celular",30,"enero",208,"no"
34,"independiente","casado","bachillerato",8,"si","no","celular",13,"agosto",136,"no"
49,"empleado","casado","bachillerato",45,"si","no","celular",19,"noviembre",1081,"si"
48,"desempleado","casado","universitario",19,"no","si","telefono",7,"mayo",376,"no"
40,"empleado","casado","bachillerato",43,"no","si","celular",4,"junio",78,"no"
38,"informal","casado","bachillerato",58,"si","si","celular",18,"noviembre",354,"no"
46,"informal","casado","primaria",52,"si","si","celular",6,"mayo",29,"no"
41,"independiente","casado","universitario",59,"si","si","celular",19,"noviembre",209,"no"
28,"desempleado","soltero","universitario",5,"si","si","celular",14,"mayo",433,"no"
51,"empleado","casado","tecnico",8,"si","si","chat",29,"mayo",147,"no"
33,"informal","divorciado","primaria",36,"si","no","telefono",11,"mayo",41,"si"
26,"desempleado","soltero","universitario",33,"no","no","chat",26,"mayo",111,"no"
34,"independiente","soltero","bachillerato",53,"no","si","celular",14,"abril",108,"no"
27,"informal","casado","bachillerato",61,"si","no","celular",7,"mayo",411,"si"
42,"independiente","casado","bachillerato",69,"si","si","celular",10,"julio",108,"no"
45,"independiente","casado","bachillerato",1,"si","no","celular",3,"junio",224,"si"
31,"independiente","soltero","bachillerato",18,"si","si","chat",12,"mayo",1083,"no"
32,"empleado","soltero","universitario",3,"no","no","chat",12,"mayo",757,"si"
39,"informal","casado","primaria",17,"si","si","chat",17,"junio",57,"no"
26,"informal","soltero","bachillerato",47,"si","si","celular",30,"julio",95,"no"
40,"desempleado","soltero","universitario",14,"si","si","celular",15,"marzo",144,"no"
52,"empleado","casado","bachillerato",40,"si","no","celular",16,"julio",135,"no"
40,"independiente","soltero","universitario",2,"si","no","celular",15,"enero",176,"no"
48,"independiente","casado","bachillerato",11,"si","si","celular",7,"agosto",524,"no"
31,"empleado","casado","bachillerato",65,"si","no","chat",13,"mayo",65,"no"
27,"independiente","casado","bachillerato",68,"si","si","celular",6,"mayo",653,"si"
47,"independiente","casado","bachillerato",64,"si","no","chat",11,"septiembre",91,"si"
28,"empleado","soltero","bachillerato",40,"no","no","celular",10,"marzo",93,"si"
40,"desempleado","divorciado","universitario",11,"si","no","celular",6,"mayo",503,"no"
34,"independiente","casado","bachillerato",29,"si","si","celular",13,"abril",186,"no"
29,"independiente","casado","universitario",49,"si","si","chat",23,"mayo",121,"no"
36,"desempleado","casado","universitario",16,"si","si","celular",19,"agosto",452,"no"
83,"pensionado","casado","primaria",14,"no","no","telefono",22,"junio",883,"si"
55,"empleado","divorciado","primaria",23,"si","no","chat",15,"mayo",104,"si"
43,"desempleado","divorciado","universitario",17,"no","si","celular",29,"enero",24,"no"
23,"estudiante","soltero","bachillerato",63,"no","no","telefono",19,"junio",79,"no"
44,"independiente","casado","universitario",68,"no","si","celular",4,"julio",178,"no"
58,"informal","casado","primaria",8,"si","no","celular",15,"mayo",74,"si"
29,"independiente","soltero","bachillerato",8,"no","si","celular",10,"marzo",217,"no"
30,"desempleado","soltero","universitario",63,"si","si","celular",2,"febrero",475,"no"
29,"independiente","soltero","bachillerato",10,"si","si","celular",7,"mayo",127,"no"
41,"independiente","casado","bachillerato",9,"si","si","celular",11,"marzo",101,"no"
35,"ama(o)_de_casa","casado","primaria",41,"si","si","celular",14,"julio",340,"no"
31,"independiente","soltero","bachillerato",27,"si","si","celular",23,"julio",158,"no"
27,"independiente","soltero","universitario",54,"no","no","celular",29,"enero",242,"si"
47,"empleado","casado","bachillerato",53,"si","si","chat",16,"mayo",323,"no"
53,"independiente","casado","universitario",47,"si","si","chat",16,"junio",18,"no"
34,"desempleado","casado","universitario",50,"si","si","celular",14,"julio",68,"no"
34,"informal","casado","primaria",42,"si","si","celular",9,"julio",134,"no"
36,"desempleado","casado","universitario",4,"si","no","celular",14,"mayo",113,"no"
40,"independiente","casado","bachillerato",72,"si","si","celular",18,"agosto",43,"no"
37,"independiente","soltero","universitario",6,"no","no","chat",17,"junio",200,"no"
65,"pensionado","divorciado","tecnico",33,"no","no","celular",2,"agosto",245,"si"
53,"independiente","divorciado","bachillerato",13,"si","no","chat",16,"mayo",343,"no"
28,"independiente","soltero","bachillerato",64,"no","no","celular",3,"marzo",229,"si"
33,"independiente","divorciado","universitario",21,"si","si","chat",23,"mayo",530,"no"
56,"informal","casado","primaria",10,"no","si","celular",13,"agosto",58,"no"
45,"independiente","casado","bachillerato",35,"no","si","celular",30,"abril",78,"no"
39,"independiente","casado","bachillerato",21,"no","no","chat",5,"junio",147,"no"
28,"desempleado","soltero","universitario",64,"si","si","celular",25,"julio",40,"no"
36,"informal","casado","primaria",21,"si","si","celular",18,"noviembre",618,"no"
41,"informal","casado","primaria",55,"si","no","celular",20,"abril",23,"no"
46,"independiente","casado","bachillerato",71,"no","no","celular",20,"agosto",293,"si"
41,"informal","casado","bachillerato",56,"si","no","celular",13,"mayo",16,"si"
59,"empleado","casado","bachillerato",44,"si","si","celular",23,"julio",286,"no"
24,"independiente","casado","bachillerato",23,"si","no","celular",6,"mayo",209,"no"
34,"desempleado","casado","universitario",1,"si","no","chat",21,"mayo",935,"no"
40,"informal","casado","primaria",1,"si","si","chat",27,"mayo",260,"no"
42,"independiente","casado","bachillerato",15,"si","si","chat",16,"junio",298,"no"
50,"empleado","casado","bachillerato",37,"si","no","celular",15,"abril",397,"no"
25,"desempleado","soltero","universitario",53,"si","no","celular",17,"septiembre",113,"no"
51,"empleado","divorciado","bachillerato",47,"si","no","telefono",17,"noviembre",76,"no"
50,"desempleado","casado","universitario",67,"si","si","celular",1,"junio",141,"no"
37,"informal","casado","tecnico",70,"si","no","chat",23,"mayo",773,"no"
21,"empleado","soltero","bachillerato",41,"no","no","telefono",5,"junio",329,"si"
52,"informal","casado","bachillerato",61,"si","si","chat",7,"mayo",423,"no"
55,"informal","casado","primaria",51,"si","no","celular",5,"agosto",67,"no"
26,"independiente","soltero","bachillerato",2,"si","si","chat",2,"junio",626,"no"
38,"independiente","casado","universitario",3,"no","no","celular",18,"noviembre",578,"si"
32,"informal","casado","bachillerato",2,"si","no","chat",9,"mayo",61,"si"
31,"informal","casado","bachillerato",28,"si","no","chat",23,"mayo",248,"no"
34,"independiente","soltero","bachillerato",47,"no","si","celular",29,"enero",136,"no"
33,"independiente","soltero","universitario",53,"no","si","celular",21,"agosto",126,"no"
35,"independiente","casado","bachillerato",69,"si","no","telefono",28,"enero",653,"no"
44,"desempleado","casado","tecnico",14,"si","si","telefono",14,"mayo",7,"no"
48,"desempleado","divorciado","universitario",59,"si","no","celular",9,"abril",528,"no"
29,"informal","casado","bachillerato",45,"si","no","celular",13,"mayo",785,"no"
50,"desempleado","casado","universitario",46,"si","no","celular",9,"julio",243,"no"
37,"informal","casado","primaria",35,"si","si","celular",13,"mayo",24,"no"
44,"independiente","soltero","bachillerato",44,"no","no","chat",19,"junio",82,"no"
36,"desempleado","soltero","universitario",9,"si","no","chat",11,"junio",952,"no"
49,"informal","divorciado","tecnico",9,"si","no","celular",13,"mayo",27,"no"
31,"informal","casado","bachillerato",11,"si","si","chat",5,"mayo",143,"no"
49,"independiente","divorciado","bachillerato",47,"si","no","chat",12,"mayo",274,"no"
35,"informal","soltero","bachillerato",12,"si","no","celular",16,"abril",1174,"si"
57,"independiente","divorciado","tecnico",21,"no","no","celular",20,"noviembre",915,"si"
42,"informal","casado","primaria",4,"si","si","celular",5,"febrero",115,"no"
36,"informal","divorciado","bachillerato",2,"si","no","chat",26,"mayo",222,"no"
75,"informal","divorciado","primaria",59,"si","si","celular",15,"marzo",341,"no"
38,"informal","soltero","bachillerato",29,"si","no","chat",21,"mayo",112,"no"
40,"informal","casado","primaria",45,"si","si","chat",6,"mayo",64,"no"
38,"empleado","soltero","bachillerato",21,"si","no","celular",13,"mayo",937,"si"
34,"desempleado","soltero","universitario",31,"si","si","celular",10,"julio",129,"no"
29,"independiente","soltero","universitario",31,"si","no","celular",11,"mayo",59,"no"
28,"independiente","casado","bachillerato",20,"si","no","celular",29,"enero",79,"no"
79,"informal","casado","bachillerato",41,"no","si","telefono",9,"julio",151,"no"
51,"independiente","divorciado","bachillerato",28,"si","no","chat",19,"mayo",83,"si"
32,"estudiante","soltero","universitario",43,"no","si","celular",6,"agosto",101,"no"
36,"empleado","casado","universitario",55,"no","no","celular",5,"agosto",157,"si"
38,"independiente","casado","bachillerato",43,"no","si","celular",15,"mayo",57,"no"
49,"independiente","casado","bachillerato",9,"si","si","chat",13,"mayo",176,"si"
42,"empleado","casado","bachillerato",15,"si","si","celular",11,"mayo",222,"no"
43,"informal","casado","primaria",52,"si","si","chat",2,"junio",217,"no"
34,"informal","casado","bachillerato",13,"si","no","chat",26,"mayo",252,"no"
59,"pensionado","soltero","bachillerato",12,"si","no","chat",27,"mayo",1063,"si"
35,"empleado","casado","primaria",9,"si","no","celular",29,"agosto",41,"no"
33,"informal","soltero","bachillerato",56,"si","no","chat",20,"junio",27,"si"
34,"independiente","soltero","bachillerato",23,"si","no","celular",17,"abril",758,"no"
64,"pensionado","casado","bachillerato",38,"no","no","telefono",29,"julio",301,"si"
34,"independiente","casado","universitario",33,"si","si","celular",16,"julio",574,"no"
77,"pensionado","casado","universitario",10,"no","no","celular",16,"octubre",847,"si"
57,"informal","casado","primaria",66,"no","si","telefono",30,"julio",78,"no"
30,"informal","casado","bachillerato",63,"si","si","chat",27,"mayo",514,"no"
56,"ama(o)_de_casa","divorciado","primaria",35,"no","no","chat",5,"junio",1558,"si"
49,"empleado","casado","tecnico",62,"si","si","celular",14,"agosto",789,"no"
73,"pensionado","casado","primaria",8,"no","no","celular",20,"julio",146,"si"
39,"independiente","soltero","bachillerato",40,"si","si","celular",14,"agosto",272,"no"
57,"independiente","divorciado","primaria",52,"si","si","celular",8,"mayo",323,"no"
32,"independiente","casado","bachillerato",70,"si","no","celular",11,"julio",712,"no"
32,"independiente","soltero","universitario",45,"si","no","chat",21,"mayo",860,"si"
45,"independiente","casado","bachillerato",23,"si","si","celular",20,"agosto",75,"no"
32,"informal","casado","bachillerato",25,"si","no","chat",19,"mayo",191,"si"
31,"empleado","casado","universitario",40,"si","si","celular",24,"julio",1441,"si"
49,"independiente","casado","bachillerato",27,"no","no","celular",12,"agosto",428,"no"
29,"empleado","casado","bachillerato",19,"si","no","celular",28,"mayo",322,"no"
55,"independiente","casado","bachillerato",20,"si","si","celular",29,"enero",104,"no"
30,"independiente","casado","bachillerato",60,"si","si","celular",8,"mayo",127,"no"
45,"empleado","soltero","primaria",51,"si","no","chat",3,"junio",1259,"si"
39,"independiente","casado","universitario",60,"si","no","celular",28,"enero",114,"no"
36,"independiente","casado","bachillerato",37,"si","si","chat",13,"mayo",106,"no"
33,"desempleado","casado","universitario",58,"si","si","celular",19,"noviembre",305,"no"
36,"empleado","casado","universitario",44,"si","no","celular",12,"agosto",307,"si"
31,"independiente","soltero","bachillerato",44,"no","si","celular",11,"agosto",1504,"no"
36,"independiente","casado","tecnico",70,"si","si","celular",11,"julio",396,"no"
38,"independiente","soltero","universitario",68,"si","si","celular",1,"junio",71,"no"
33,"empleado","casado","bachillerato",58,"si","no","celular",6,"agosto",205,"no"
40,"independiente","casado","bachillerato",24,"si","no","chat",13,"mayo",134,"no"
31,"informal","casado","bachillerato",39,"no","si","celular",5,"junio",166,"si"
39,"empleado","casado","bachillerato",6,"si","si","celular",31,"julio",81,"no"
33,"independiente","casado","universitario",45,"no","si","celular",4,"mayo",77,"no"
53,"empleado","divorciado","bachillerato",20,"no","no","celular",12,"marzo",80,"si"
38,"desempleado","casado","universitario",36,"si","no","celular",13,"mayo",537,"no"
59,"independiente","casado","bachillerato",61,"no","no","celular",15,"junio",415,"si"
55,"informal","casado","primaria",36,"si","no","celular",19,"noviembre",291,"no"
38,"independiente","soltero","universitario",6,"si","no","celular",14,"mayo",283,"no"
48,"empleado","casado","bachillerato",36,"si","si","telefono",20,"abril",70,"no"
53,"informal","casado","bachillerato",49,"si","si","chat",5,"mayo",611,"no"
44,"independiente","divorciado","bachillerato",54,"no","si","celular",9,"febrero",132,"no"
57,"desempleado","casado","universitario",48,"no","si","chat",18,"junio",26,"no"
29,"informal","soltero","bachillerato",40,"si","si","celular",11,"mayo",262,"no"
31,"empleado","casado","bachillerato",16,"si","si","chat",21,"mayo",272,"no"
35,"independiente","soltero","universitario",4,"si","si","celular",28,"diciembre",137,"no"
31,"informal","casado","primaria",13,"si","si","celular",30,"marzo",95,"no"
35,"independiente","casado","universitario",12,"si","no","celular",19,"noviembre",140,"no"
40,"desempleado","soltero","bachillerato",42,"si","si","chat",16,"mayo",71,"no"
39,"informal","casado","bachillerato",13,"si","no","celular",7,"mayo",502,"si"
43,"independiente","soltero","universitario",14,"si","si","chat",3,"junio",164,"no"
44,"independiente","casado","primaria",51,"si","si","chat",15,"mayo",219,"no"
29,"independiente","soltero","bachillerato",60,"no","no","celular",12,"febrero",328,"si"
40,"independiente","casado","bachillerato",12,"si","si","chat",14,"mayo",224,"no"
33,"independiente","casado","primaria",18,"si","si","celular",18,"noviembre",63,"no"
46,"desempleado","casado","universitario",46,"no","si","celular",29,"agosto",24,"no"
27,"empleado","soltero","universitario",17,"no","si","telefono",28,"enero",147,"no"
26,"independiente","soltero","bachillerato",21,"si","no","celular",30,"julio",84,"no"
41,"independiente","casado","bachillerato",30,"si","si","celular",9,"julio",175,"no"
34,"independiente","casado","universitario",2,"si","no","celular",21,"agosto",12,"no"
